	leukocyty	weight	hbver	er-cv	ast	indicator	hematokrit	trombocyty	name	smoker	ssn	alt	etytr	erytrocyty	hemoglobin	alp	relationship
4839	6.11004	34.27036	7.96264	55.44444	56.21547	1.00000	9.19171	5.76470	Kathryn Holmes	no	623-74-8838	5.08516	3.98075	5.62878	7.63332	52.69697	widowed
4840	7.40051	76.78701	5.72526	40.69709	65.35530	0.00000	6.32550	7.83486	Stephanie Barr	no	609-16-4545	5.60947	4.74338	6.01650	6.00018	78.77690	widowed
4841	5.98428	80.34932	5.33820	47.94703	49.93499	1.00000	8.50002	7.03807	Becky Arnold	yes	188-33-3711	25.87422	6.72009	8.91040	4.44378	40.36279	divoced
4842	9.38300	45.44201	8.52110	49.00558	53.82118	1.00000	6.16346		Colin Vasquez	yes	148-88-3661	15.15717	5.29942	8.18160	7.93798	38.95796	nop
4843	6.06700	64.80456	4.96196	43.64136	32.22848	1.00000	7.53813	6.13673	Jeffrey Kramer	no	039-89-4638	19.37753	7.19826	8.17961	8.01187	38.45826	married
4844	7.28188	81.48641	7.71739	27.84446	60.37150	0.00000	5.57030	7.87032	Charlotte Morris	no	275-84-8316	7.54861	6.12297	6.83881	6.51634	83.57487	divoced
4845	6.53635	52.40973	6.73752	16.44374	35.64885	0.00000	4.80471	8.15027	Kelly Walker	Y	406-64-9724	13.03999	5.08763	8.07081	5.11580	59.75046	single
4846	6.82906	112.21628	4.75280	40.57553	34.29265	1.00000	7.87493	2.06286	Erin Ashley	Y	210-86-8938	5.50404	3.87402	5.98748	5.87558	89.66462	nop
4847	4.68429	49.28784	8.00096	48.84057	35.07430	1.00000	8.57646	6.25712	Alicia Perez	N	180-05-2763	8.56223	5.62712	7.73900	7.26597	72.64483	divoced
4848	5.95279	130.29221	7.00617	56.98040	71.64688	1.00000	8.21877	7.80558	Ana Williams	no	164-27-5787	7.52399	8.82964	6.23416	5.15384	61.55479	divoced
4849	7.68687	34.15813	6.35508	46.63062	63.50701	1.00000	5.54219	6.55945	Clayton Beck	no	173-53-2010	6.27955	6.74697	6.71468	7.30654	73.76409	single
4850	4.35597	20.17525	7.10124	23.69846	43.42784	0.00000	4.08454	6.24593	Charles Crawford	no	245-40-5972	6.04914	8.85827	6.49135	6.14161	84.20008	married
4851	8.70224	128.07129	5.37756	39.23095	56.39422	0.00000	6.81876	6.06731	Hannah Winters	Y	765-94-4765	7.35094	3.86294	7.14829	6.71042	81.02182	widowed
4852	7.55020	144.79553	6.37775	77.81303	35.42688	0.00000	5.77386	4.57226	Craig Miller	no	488-51-3187	4.40467	2.20632	5.32587	7.02707	79.45363	married
4853	7.39582	96.88599	6.97999	47.11305	30.72626	1.00000	5.77870	4.59028	Aaron Lloyd	N	169-02-9498	8.37520	5.29730	7.44034	5.46875	69.92426	single
4854	4.49531	30.59429	6.86770	48.32339	60.23164	1.00000	7.65765	4.73076	Natasha Frey	no	107-32-1986	8.13912	5.60481	7.04059	7.61070	58.48212	separated
4855	7.19727	83.15008	7.03861	60.45374	36.95622	1.00000	5.18164	4.74859	Carlos Hill	no	545-62-9294	5.09197	5.54683	6.11513	6.76773	83.05276	divoced
4856	5.58847	44.32811	6.68110	67.09188	47.80315	1.00000	7.88582	6.38869	Kathryn Cook	no	175-79-5167	7.26208	6.62555	7.24461	5.23005	68.61977	single
4857	5.12881	55.51409	5.40211	40.33117	40.46597	1.00000	8.59607	6.43307	Carrie King	no	163-10-9162	27.84389	6.36990	8.83793	6.19501	85.30964	divoced
4858	6.43177	78.86900	7.91529	41.26152	30.15062	1.00000	7.85696	5.07517	Mary Blake	no	444-41-7262	7.29023	4.73032	3.27545	5.35586	66.80153	married
4859	3.77956	90.58077	6.06901	56.59528	55.42003	1.00000	8.53546	6.85706	Dale Barnett	no	256-55-0196	7.89920	6.67825	6.64269	6.72985	72.27941	nop
4860	8.66413	3.64217	6.92746	47.97175	47.52683	1.00000	5.87661	5.99773	Anthony Juarez	Y	180-15-4836	8.76406	5.37071	6.72059	7.29219	69.73064	separated
4861	7.01036	89.08518	8.43277	19.70134	42.56000	1.00000	7.20363	3.94670	Michael Thomas	yes	131-57-7277	5.34788	3.00365	6.64492	7.76565	55.82138	widowed
4862	9.98098	53.36530	6.27179	58.95080	45.43535	1.00000	7.40698	8.46747	Karen Neal	yes	198-17-5818	10.05729	6.53025	7.36235	7.58371	52.71001	divoced
4863	4.37523	12.53625	6.53321	66.70650	76.16473	1.00000	7.57520	5.40360	Breanna Phillips	N	196-80-0956	8.72230	5.67641	6.60236	6.48062	86.28984	divoced
4864	6.62686	42.22162	6.81854	79.40437	51.60057	1.00000	6.84789	4.88983	Scott Flores	Y	790-69-4531	11.23716	6.45563	7.89111	5.89743	84.38450	widowed
4865	4.84409	79.85157	9.96397	42.67977	73.87149	1.00000	5.75544	2.42086	Kenneth Branch	no	480-72-4596	5.94384	3.67490	6.78103	6.73350	80.99506	married
4866	6.69369	48.11607	6.08909	48.50012	68.44978	1.00000	7.76643	4.53901	Christine Campbell	yes	200-33-1928	5.08747	4.26050	5.82034	6.41638	86.01751	separated
4867	5.54100	73.74916	6.83257	43.21944	61.03530	1.00000	7.10220	4.58931	Luis Thomas	no	238-93-9022	8.13947	5.32655	6.43875	6.81933	82.11299	married
4868	7.90425	116.45396	5.64262	71.36268	43.87449	1.00000	7.38745	5.01245	Christopher Collins	N	070-04-3067	4.96469	4.43462	6.67303	7.26515	69.00607	divoced
4869	8.44985	21.83070	5.88458	49.94040	64.26355	0.00000	8.35670	5.64571	William Walker	Y	337-05-7063	5.64235	2.66598	6.34651	6.07622	85.95608	nop
4870	6.77383	32.01305	7.20133	44.10025	53.55742	0.00000	5.63125		Steven Lane	Y	083-28-9393	11.37022	6.19314	7.76785	7.28006	74.25369	single
4871	7.16087	46.02208	7.51829	39.18214	40.62561	1.00000	4.74195	4.61225	Chloe Mason	Y	104-34-3669	4.07484	5.39779	5.60692	7.23529	62.32466	nop
4872	6.16626	77.31495	6.65209	67.15571	59.30127	1.00000	8.61211	6.28220	Stephanie Jackson	no	361-21-7048	9.50767	5.53061	7.14326	6.39295	78.95412	single
4873	6.18834	54.52838	6.63005	49.48852	48.55681	1.00000	8.27664	5.28974	Cassandra Brock	N	617-11-6409	18.39078	4.83975	8.52780	7.45937	56.60900	single
4874	8.73465	60.76254	6.74112	47.96367	44.67175	1.00000	5.37624	7.37710	Stephanie Doyle	Y	818-51-5718	2.08235	6.44922	5.97926	5.98450	79.46840	divoced
4875	6.28477	95.52677	7.70928	51.11837	26.50903	1.00000	7.57247	6.19815	Lisa Miller	Y	562-62-1229	7.62228	6.95007	7.17126	5.48436	67.32620	married
4876	7.83378	87.87096	6.54651	72.98397	47.28335	1.00000	5.01231	6.95293	Austin Campbell	Y	018-58-3606	7.50206	6.87985	7.22055	7.51467	56.37551	single
4877	6.44783	77.21293	5.87065	65.15647	65.69069	1.00000	8.39172	4.18980	Alexis Todd	no	429-68-5990	6.74136	3.19614	6.43306	6.85992	85.71235	divoced
4878	6.13627	20.57946	6.17158	33.10646	54.24799	1.00000	9.34197	6.45562	Patrick Snyder	yes	045-18-6488	7.36203	6.04673	5.45392	5.27765	68.82615	married
4879	8.34366	16.00588	7.55154	42.02342	39.10613	1.00000	5.81614	6.69502	Mrs. Jasmine Lee MD	Y	687-15-4346	9.22157	6.28009	6.77836	6.87482	82.51886	single
4880	6.47327	61.69059	7.91566	24.95380	52.86668	1.00000	8.15191	4.80087	Christopher Harper	no	289-86-5545	5.99257	4.35229	5.42342	7.65777	59.50222	widowed
4881	5.95144	86.15979	6.95361	68.78804	49.84680	1.00000	8.30121	4.88141	Jessica Martinez	no	815-55-9918	6.63089	4.71910	6.57091	7.54586	61.74798	separated
4882	8.56078	61.53667	7.22287	61.06671	32.39034	0.00000	5.35872	7.00512	Matthew Ibarra	no	357-62-9522	9.31890	5.19008	7.13039	6.63235	87.59278	nop
4883	6.99722	69.67327	7.93534	38.99805	40.01709	1.00000	8.10512	2.32029	Billy Morgan	no	779-59-6708	6.08915	3.98754	6.56888	7.57884	61.13544	nop
4884	9.02975	89.13528	6.96958	47.01568	56.88705	0.00000	6.59294	7.29239	Amanda Moss	no	004-50-2430	11.78220	5.26117	7.66308	6.63649	76.76111	single
4885	5.45854	41.17182	8.01811	32.14145	51.87750	0.00000	5.34245	9.59141	Troy Yoder	no	877-30-0250	9.10322	8.28597	7.27519	8.53141	23.52095	married
4886	5.67071	94.69439	6.16232	48.43864	54.86000	1.00000	7.32010	5.58912	Michele Norris	no	599-96-5296	5.81457	6.72808	6.96138	8.38940	26.58558	married
4887	7.20498	65.18537	8.29398	12.66912	38.27899	0.00000	4.50191	8.50478	Joseph Vaughn	yes	698-56-6937	5.70427	5.98374	5.18207	4.89375	54.89408	married
4888	6.10526	144.77797	6.62387	50.59903	43.96671	0.00000	6.83501	4.40013	Marc Foster	Y	547-12-0848	5.23743	4.82713	6.53119	7.14174	71.73050	widowed
4889	6.95904	26.71509	7.13696	28.84717	62.13074	1.00000	7.09525	3.57962	Sarah Clayton	no	665-60-0159	7.81985	4.98537	6.72515	6.60016	83.73318	widowed
4890	5.35583	100.58647	7.79212	38.16135	41.56994	1.00000	7.28931	5.44061	Jeffrey Berger	N	523-05-1531	18.76000	6.11636	8.35391	6.97114	77.16102	single
4891	5.83023	71.65211	4.74122	61.20277	39.73243	1.00000	9.03938	7.33788	Tammy Adams	Y	429-68-1042	4.85486	6.68529	5.16268	6.35751	89.31790	married
4892	9.12709	93.85090	10.06523	64.16910	62.84809	1.00000	6.35486	5.91230	Jessica Cain	no	859-04-3676	8.69746	4.92012	6.94743	7.19629	67.64582	married
4893	5.53370	32.89096	7.06708	36.31714	52.17938	1.00000	9.37432	7.24438	Louis Perkins	no	011-66-3706	8.80454	6.27646	7.17054	6.57405	89.14774	divoced
4894	7.95851	68.23298	7.14344	61.44274	42.49773	1.00000	3.99481	6.23508	Joanna Gilmore	yes	018-72-5479	4.16879	5.97932	5.55618	5.98665	85.59096	married
4895	5.40157	112.63062	4.92393	28.38584	29.21285	1.00000	7.14830	4.08212	Jeremy Lewis	no	294-34-5740	3.95902	4.99046	5.72265	7.06269	74.07540	divoced
4896	4.86635	61.24790	8.10357	57.82368	56.25476	0.00000	6.26822	8.18243	Joseph Brown	no	072-41-2025	9.12326	9.18163	7.08920	7.69823	52.31062	divoced
4897	5.31321	4.74056	5.88918	29.32359	42.79446	1.00000	8.84344	6.67449	Karen Graham	no	136-45-3845	4.64865	5.97127	6.26320	5.08628	59.97063	nop
4898	7.74218	70.41927	4.01799	63.41191	43.69240	1.00000	6.22644	4.74336	Lori Nicholson	yes	099-50-9842	9.08695	5.17078	7.24652	8.96027	9.90812	nop
4899	8.77175	69.21378	6.30163	56.01671	44.16149	0.00000	5.32191	6.40757	Julian Wilkinson	no	249-67-7126	5.31428	4.81606	5.26729	6.55451	95.29766	single
4900	6.47641	43.78664	8.72605	51.92167	66.53580	1.00000	7.75266	4.97894	Jessica King	Y	495-74-5245	5.60233	4.94114	6.37643	8.04359	37.87442	widowed
4901	4.80314	70.59544	7.26452	25.10763	44.24060	1.00000	8.36385	6.13877	Timothy Noble	no	516-56-9677	3.20943	5.96540	5.95331	7.64585	54.37064	single
4902	5.33127	96.10806	5.76097	48.94982	26.62305	1.00000	5.94045	3.03334	Joshua Green	yes	510-88-5607	3.94131	3.74538	5.97204	6.44325	84.96689	single
4903	4.18696	74.87354	7.62484	60.53088	57.61771	1.00000	7.92800	5.27599	David Brock	no	360-79-0960	11.76457	5.20127	7.75706		83.44522	separated
4904	8.15435	90.15649	8.49272	43.75917	78.82470	0.00000	5.07857	8.84691	Steven Brown	no	334-05-8609	5.15767	6.64233	4.46275	7.54688	63.25826	married
4905	6.93686	66.25452	7.64976	42.69120	52.84115	0.00000	5.57625	7.71738	Colleen Woods	no	288-80-6659	4.76879	4.66631	5.18572	5.42406	68.52148	separated
4906	5.50136	12.74030	6.65933	41.27784	39.62028	1.00000	9.27616	5.43098	Bruce Price	no	085-43-1085	7.85876	4.47345	6.14787	8.02918	38.67173	married
4907	6.75957	69.87356	6.74337	39.00112	44.78599	0.00000	5.34063	5.75051	Michael Hanson	yes	158-80-2814	10.02007	8.50858	7.47674	5.80030	82.33125	separated
4908	8.46929	31.76991	8.94054	56.42804	41.04990	1.00000	7.06541	4.19017	Jeffrey Smith	yes	321-61-8195	7.49312	4.10732	6.61395	6.24944	90.98021	divoced
4909	7.84795	100.73610	5.66544	59.90695	37.94382	0.00000	5.70813	8.70707	Julie Solomon	N	052-32-9868	33.95357	6.09961	9.15936	6.13478	86.02293	separated
4910	7.80544	83.81654	6.15193	50.42110	40.28946	1.00000	5.66124	4.90604	Yvonne Garcia	no	272-98-8779	8.61335	5.18078	6.93748	7.14191	71.92905	widowed
4911	6.11504	41.76598	8.31356	50.91964	36.13748	0.00000	3.89858	7.05406	Mrs. Nichole Acosta DVM	Y	867-61-2115	8.87676	7.20766	6.75275	6.99031	77.66117	widowed
4912	8.59841	24.32886	6.72370	82.74062	64.55617	1.00000	5.16382	6.96174	Miss Chelsea Hansen	no	281-58-1548	15.95447	6.18846	8.09849	7.09283	75.18262	single
4913	4.59526	15.37521	6.66587	54.69134	64.48368	1.00000	7.94365	6.11419	Victoria Clarke	no	127-75-9021	8.34500	6.52070	6.56408	6.66368		married
4914	7.11982	36.83864	5.94315	49.26543	32.17844	1.00000	6.93649	4.21308	Rebekah Ware	no	806-27-1038	8.02761	4.30336	7.19053	7.24309	70.69578	divoced
4915	4.29146	95.20160	6.56899	43.68682	40.93253	0.00000	3.57704	6.53378	Joanna Parker	no	339-10-6023	5.21491	8.10814	6.37341	6.57001	83.32296	single
4916	8.23530	63.39801	6.46452	48.81035	58.93724	1.00000	5.76646	6.59283	Ricky Powell	no	222-30-4847	6.25554	6.28708	6.54521	6.47282	90.69866	single
4917	8.82944	49.89881	6.61891	49.07678	37.48594	1.00000	7.51477	5.26485	Terri Schroeder DVM	yes	611-67-4153	4.08128	4.78210	6.01521	6.37188	95.85654	widowed
4918	6.26511	98.05850	6.70942	65.44640	49.43285	1.00000	5.68492	3.72888	Brian Hall	yes	248-59-7446	6.10831	5.59486	6.59567	5.83274	85.21843	married
4919	4.12862	114.79343	6.74728	31.65827	34.71507	1.00000	8.32032	6.23550	Kimberly Kennedy	Y	817-12-2885	12.76182	6.60895	8.02288	6.74907	82.93754	divoced
4920	9.21852	57.27615	6.26186	52.29245	26.80095	1.00000	3.80769	9.65200	Stephanie Barr	yes	609-16-4545	3.93801	7.79397	5.20477	6.07278	86.25359	married
4921	4.23994	55.79515	5.82100	46.79918	54.00677	0.00000	3.70234	7.30688	Tyler Mclaughlin	no	164-38-8555	9.91105	9.03449	6.84401	5.31089	69.29485	single
4922	6.19592	76.13772	7.03832	39.77928	62.17086	1.00000	7.53203	4.09462	Shannon Carr	Y	050-47-4299	13.73102	3.50895	7.86636	6.95076	81.85374	single
4923	4.20835	46.46870	5.08719	57.21034	63.37771	1.00000	7.84564	5.72296	Jason Chan	Y	077-30-8427	9.19398	5.47712	6.32516	5.35658	68.82384	married
4924	5.13233	39.56230	6.25984	52.48075	36.39901	0.00000	6.57455	9.86014	Aaron Miller	no	486-88-4508	14.77601	5.37693	8.20108	4.37778	28.13276	divoced
4925	8.80445	-2.90784	5.97918	41.29373	23.20694	1.00000	4.68144	8.37957	Nicole Miller	yes	835-13-8831	7.38376	7.17922	6.43483	6.67773	80.69881	married
4926	7.47087	97.09464	6.82455	52.77176	46.18906	1.00000	6.05761	5.38801	Brittany Medina	yes	159-06-7837	5.44044	5.98292	4.81837	7.55210	61.26758	separated
4927	5.40689	22.04424	8.02645	53.38023	56.45939	0.00000	6.90221	8.21657	Thomas Wise	Y	879-14-9442	18.02430	8.46046	8.29639	6.78806	84.18121	divoced
4928	5.76691	116.98959	6.53553	38.40826	44.58365	1.00000	8.13552	5.38508	Manuel Bauer	no	142-88-9530	4.31446	5.40099	5.06462	8.24253	37.03362	divoced
4929	4.49868	114.61448	4.50006	24.57440	43.07123	1.00000	7.39378	5.61076	Alexandra Edwards	no	348-77-2357	9.52007	6.89463	7.36381	5.89951	86.55750	single
4930	8.42419	83.96182	6.80809	61.34278	39.44661	1.00000	5.13798	4.79640	Jeffrey Steele	yes	419-31-4020	5.48608	4.40144	6.14404	6.83860	83.11112	single
4931	4.88437	92.75656	5.08215	50.52263	37.02733	1.00000	5.93075	2.72194	Jessica Hudson	Y	166-44-2419	7.97642	3.70067	7.45106	5.62096	78.47016	divoced
4932	2.18306	62.98110	6.47971	54.69776	27.01055	1.00000	7.87710	4.13081	Rachel Sims	no	344-93-9993	3.55063	4.79944	6.33459	6.85075	88.08285	married
4933	9.39816	51.48257	6.54449	61.86400	62.80894	1.00000	5.87954	7.81318	Devon Harris	no	316-30-7348	11.65637	6.28115	7.29950	8.20430	38.22830	widowed
4934	9.69624	52.39053	4.56985	67.96200	70.51445	1.00000	5.08522	8.08508	Melissa Hunt	no	860-26-2748	7.25994	6.12865	6.51618	9.57187	9.19885	divoced
4935	4.99693	27.11158	6.14925	65.16559	56.30961	1.00000	7.98899	7.21524	Dennis Garza	yes	132-30-9192	3.63204	7.86771	5.82712	4.06265	23.18037	single
4936	7.43148	29.18318	6.04268	45.76172	49.66681	1.00000	6.46481	4.66830	Timothy Mcgee	Y	311-64-8883	6.11057	5.40241	5.52339	6.51317	93.86565	divoced
4937	5.31233	160.71912	7.19823	59.71834	53.63595	0.00000	6.73259	9.10435	Michael Rivera	no	717-62-5968	9.09973	9.68336	5.93981	8.19419	39.50396	married
4938	7.73369	90.21505	6.46287	81.73937	42.89466	1.00000	7.79349	4.92990	Alison May	N	433-81-9118	18.23238	5.56482	8.32669	8.02707	45.88307	married
4939	9.18117	102.95888	7.39922	30.01551	36.34600	1.00000	7.64394	5.83963	Victoria Parker	no	321-26-6441	4.69979	4.97941	7.10819	6.69836	80.71834	widowed
4940	6.45434	30.14519	9.33215	35.32943	51.57682	0.00000	4.08969	8.87369	Tamara Bowers	Y	044-19-6659	7.49629	5.94644	6.70635	7.26079	71.18624	nop
4941	5.93448	64.11536	5.91297	38.16226	49.87053	0.00000	3.32417	6.39975	Michelle Barker	no	800-99-2056	7.47114	6.75860	6.24803	5.98013	84.35374	single
4942	5.12518	17.78016	7.37226	56.06444	55.27972	0.00000	6.26830	8.44543	Karen Jones	no	807-09-6823	8.67508	6.95978	7.14374	7.24170	72.76785	widowed
4943	7.41856	41.30812	6.16630	66.91258	43.59461	1.00000	6.41525	5.39466	Carla Odom	no	326-22-7821	7.27208	6.07563	5.85805	7.18982	71.73767	divoced
4944	8.60554	140.49232	5.31055	49.25556	51.12454	1.00000	8.52111	5.81596	Susan Armstrong	yes	704-28-4354	9.21408	4.23761	6.96163	7.10400	79.42457	widowed
4945	8.36326	42.83301	7.64542	38.26702	58.03450	1.00000	5.93069	5.47640	Robert Schwartz	no	260-49-2717	5.35599	5.18937	6.06762	7.53662	64.44772	separated
4946	4.51411	82.97292	7.26419	31.07670	40.39278	1.00000	9.22408	4.96679	Kari Rivers	no	732-21-4590	10.41246	4.58379	7.79494	6.84916	80.66852	married
4947	9.39071	86.15219	6.03529	62.50365	22.97899	1.00000	3.76833	7.36896	Matthew Butler	yes	564-89-1768	6.55502	5.59860	5.94941	8.20970	31.47142	nop
4948	8.65058	141.31618	5.89174	57.47675	53.10704	1.00000	5.25771	5.68662	Benjamin Joseph	no	380-05-0334	9.51308	5.00238	7.42225	6.51989	81.84375	married
4949	8.42773	67.40554	5.44614	51.49054	37.91912	0.00000	7.13932	5.61313	Austin Pollard	no	179-88-1985	12.17770	3.15601	7.46197	8.99883	12.81993	single
4950	7.64384	50.71197	5.98864	38.74797	36.52247	1.00000	4.77152	6.56374	Dominique Peterson	no	399-85-4629	12.70420	6.68563	7.69173	6.92635	80.48669	married
4951	8.14599	45.30753	5.36215	58.44936	55.21021	1.00000	5.88619	6.29909	James Carlson	no	648-80-0532	5.80414	6.12047	7.31099	6.39402	90.24640	married
4952	5.50263	28.63054	6.82799	55.50091	32.05621	0.00000	5.69457	7.23254	Karen Huff	yes	553-86-8685	4.78344	8.45114	5.85837	5.50049	75.49666	widowed
4953	8.57779	95.36321	5.73456	53.12650	51.38741	1.00000	7.86133	5.85283	Maurice Martinez	Y	369-75-1289	5.45558	4.86851	5.66321	5.75509	86.41021	married
4954	6.25757	29.75769	7.89039	21.35536	39.18960	0.00000	7.51333	8.01019	Wayne Ross	no	780-55-5688	6.33565	6.67080	5.03031	6.39603	86.87122	married
4955	5.06977	85.56820	5.13343	37.39308	44.68972	1.00000	7.72855	4.91993	Jennifer Gay	no	035-02-3383	5.23557	5.76237	5.62837	6.69420	85.87145	divoced
4956	7.20241	116.13580	2.36363		47.11390	1.00000	7.05511	3.82603	Amber Clark	yes	853-65-5490	7.52506	4.39446	7.61880	6.87247	78.22423	married
4957	7.38826	80.94230	4.49836	49.41842	76.57976	1.00000	8.86239	7.62156	Stephen Cruz	no	324-57-3834	19.56263	6.34909	8.40086	5.32727	72.87531	divoced
4958	6.05612	1.50552	6.45547	77.80561	65.45383	1.00000	7.95668	7.08885	Amber Pearson	yes	175-29-5113	6.72295	6.89983	5.46125	6.44391	82.93746	divoced
4959	8.69030	55.16002	8.53792	73.71147	67.62944	1.00000	3.36266	7.11972	John Jackson	no	406-57-7134	8.43785	5.98564	7.39311	6.12801	86.51281	divoced
4960	7.69959	40.24823	6.45064	31.39375	61.11298	1.00000	7.20603	3.71647	Stephen Jackson	no	744-46-6507	3.97643	4.43290	6.67454	6.38661	85.37063	divoced
4961	6.41177	99.70333	6.08223	56.52374	67.11721	1.00000	7.41219	4.03286	Megan Myers	no	677-81-7210	8.81139	4.17265	7.36221	6.98769	74.63922	divoced
4962	8.01390	103.55562	5.47487	78.82599	61.00616	1.00000	3.92122	7.48733	Nathan Norman	no	483-74-1340	10.34103	7.03134	7.06916	6.75460	81.56300	divoced
4963	5.13948	96.22467	6.43053	50.12690	64.47752	1.00000	9.87795	7.80125	Brittany Carter	yes	827-21-8319	8.55553	7.20952	7.02774	6.29157	89.87734	divoced
4964	8.53288	125.69812	4.67493	48.66142	45.08205	0.00000	8.20679	5.93139	Eric White	no	702-62-4093	11.33146	3.03519	7.47946	6.55318	82.28218	divoced
4965	10.14907	15.71075	8.12233	76.36179	40.34171	0.00000	7.75000	10.96682	Steven Wolfe	no	658-30-0453	8.28029	8.77292	7.69670	6.65709	82.83798	divoced
4966	8.08789	82.43316	6.90314	44.49307	34.65060	0.00000	5.69234	7.31530	Alicia Frazier	yes	676-17-7364	5.48108	5.02170	6.12843	8.14157	36.93701	single
4967	6.40728	73.31413	8.06239	41.37633	66.00378	1.00000	6.54951	5.56864	Steven Thomas	Y	338-88-6938	11.95300	5.95242	7.50991	5.74567	79.84707	divoced
4968	6.15141	137.42565	5.72472	49.48418	48.50876	1.00000	7.19051	4.05320	Amy Mullen	no	498-49-6891	23.20859	4.30883	8.83511	7.16433	72.83455	married
4969	4.84696	29.82187	6.65898	42.37280	69.53789	1.00000	7.68309	3.51493	Natalie Wilson	no	662-03-9384	7.58525	4.06738	6.68443	8.62333	21.41164	divoced
4970	6.98747	77.83682	6.84716	64.49738	71.47866	1.00000	7.36342	5.37625	Marcus Smith	no	175-55-5789	9.01828	5.15885	6.87285	6.55516	92.95621	married
4971	8.17208	102.05141	7.14852	41.64546	43.07163	1.00000	5.49297	4.97087	Elizabeth Nelson	no	866-62-7884	5.06563	4.85164	5.87526	6.05516	80.67253	married
4972	6.97836	90.31782	7.48866	50.82419	35.55078	0.00000	6.07525	8.68127	Stephanie Williams	no	530-01-4263	5.07828	5.30849	5.84352	7.11682	70.39801	married
4973	8.62256	143.28420	6.82283	46.71342	50.95038	1.00000	5.96359	5.16497	Daniel Foster	N	636-36-4209	6.44607	4.66336	7.15255	6.98179	80.33748	single
4974	8.49257	97.00525	6.43956	37.06557	49.15069	1.00000	5.84694	5.96657	Joseph Kim	yes	099-68-2263	7.03470	5.48900	6.98830	4.01739	19.41504	married
4975	9.88579	111.93996	7.18302	26.51006	42.65514	1.00000	4.36861	9.29609	Jill Frye MD	no	788-50-0338	5.56292	6.92920	6.14238	6.97925	83.95791	married
4976	5.86005	102.45883	8.38851	44.17967	29.79479	1.00000	7.28144	4.71261	Calvin Reid	Y	160-16-6498	13.50690	4.85725	7.77802	8.17352	39.41638	married
4977	5.53981	89.16069	6.68962	64.60861	61.58634	1.00000	7.80527	5.15335	Cheryl Sexton	no	881-51-8362	28.20815	5.17333	8.98986	5.52587	83.87219	divoced
4978	7.00829	1.94597	6.76121	68.42822	52.87977	1.00000	6.50707	1.66758	Michael Mathis	no	013-50-3107	4.06481	3.14705	5.88593	8.85325	19.57443	divoced
4979	4.79765	8.34124	7.07179	72.39420	42.29783	0.00000	4.95490	7.00030	Kimberly Wilson	no	165-74-6881	6.70138	8.87480	5.24363	6.72256	82.56898	divoced
4980	8.42809	62.72977	7.58711	30.07466	51.60479	1.00000	4.61489	5.14436	Natalie Wilson	Y	662-03-9384	42.86927	4.64525	9.41335	7.21986	72.21573	married
4981	6.91244	93.84218	7.55880	49.49207	38.91577	1.00000	4.62208	3.85970	Amy Dickson	no	065-78-7951	3.85098	4.94407	5.80559	7.08956	69.97481	single
4982	4.54522	35.41152	6.59501	41.54751	48.37764	0.00000	6.91737	7.92628	Amber Mendoza	no	881-23-5305	5.06339	10.42894	6.44341	8.41451	26.83315	nop
4983	7.33691	115.35002	6.02053	35.70135	31.56463	1.00000	9.77811	8.41671	Michael White	no	247-34-1779	8.89239	7.60618	6.34312	5.54139	80.96529	single
