job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Seismic interpreter	Wright Group	M	"24613 May Hollow Suite 048
New Wendyfurt, KS 72105"	AB+	853-46-1996	Alex Henderson	1956-08-05	White	65	8.22827	28.66174	5.23597	5-6	20-30	50.3407	48.5409	1.0	5.99369	4.80059	yes	6.20507	4.73003	4.72739	6.81475	79.11946	single
Professor Emeritus	Watson-Horn	M	"06954 Shannon Plains
Johnmouth, SD 57897"	A+	180-07-1152	Scott Smith	2019-08-01	Black	2	5.43323	90.16612	6.01035	9-10	90-100	52.03665	38.58309	1.0	9.88701	7.30656	yes	19.00519	6.79141	8.60266	5.6227	76.71121	separated
Tourism officer	Burke PLC	F	"51885 Jones Shoals Suite 488
Monicaburgh, NH 40652"	A-	694-23-7057	Lindsay Mclaughlin	1928-08-08	White	93	7.2949	35.46279	5.79205	5-6	30-40	29.94607	43.26781	1.0	5.27516	5.48393	yes	6.29971	6.12768	6.9604	6.19981	83.64838	nop
Chief Strategy Officer	Mendoza-Hill	M	"USNV Rowe
FPO AE 25923"	O-	780-55-5688	Wayne Ross	1997-06-03	White	24	7.35782	30.87189	7.82104	5-6	30-40	68.54222	46.07571	1.0	5.09819	5.8925	no	3.5496	6.40364	4.73621	6.26769	90.05107	divorced
Warden/ranger	Hall, Brewer and Blair	F	"511 Ian Crescent
South Michaelview, AK 35510"	B+	142-41-9907	Deborah Foster	1951-07-29	White	70	3.5087	46.45116	5.98219	7-8	40-50	49.71634	51.47022	1.0	7.15557	5.63452	no	8.17196	7.21251	7.1097	8.46842	30.07565	separated
Intelligence analyst	Simon Group	M	"1290 Garrett Curve
Port Markton, OH 91735"	O-	649-75-3824	Shannon Garcia	1928-03-25	Black	93	7.18446	52.98822	6.20319	6-7	50-60	40.4808	38.00253	1.0	6.92241	5.86577	no	13.0732	6.61752	8.03387	6.85461	81.78878	single
Leisure centre manager	Morgan Ltd	F	"44684 Owens Corners
New Jeffrey, IL 43803"	AB+	417-91-5241	Shari Lucas	1984-12-08	Black	36	5.33281	69.2919	7.87268	7-8	60-70	61.63446	36.69489	1.0	7.43067	5.71721	no	5.21183	6.79043	6.92967	6.17138	86.16042	single
Sales promotion account executive	Wood, Johnston and Davis	F	"094 Theresa Inlet Apt. 644
Jeffchester, CA 83576"	O-	086-55-8758	Renee Cummings	2005-06-12	White	16	4.88272	123.93494	7.00284	6-7	120-130	48.08998	34.97849	1.0	6.98109	6.13873	yes	12.39713	7.19675	7.99385	7.77756	53.81998	nop
Medical laboratory scientific officer	Lewis LLC	M	"Unit 8922 Box 2167
DPO AA 81220"	A-	558-03-1689	Nicholas Foster	1964-11-11	White	57	7.00711	119.91493	7.33052	5-6	110-120	53.32044	47.71339	0.0	5.65663	9.06149	no	6.74826	5.84184	6.88258	7.36044	66.49762	widowed
Teacher, music	Ochoa Group	M	"6796 Williams Motorway
North Daniel, SC 24980"	A+	403-53-7824	John Berry	1982-08-28	Asian	39	6.44485	18.97346	8.82886	6-7	10-20	46.1922	53.56919	0.0	6.28556	7.03423	no	6.08276	9.28505	5.74633	6.75772	77.38869	married
Proofreader	Gardner PLC	M	"85156 Jesse Valley Suite 997
Christinaburgh, WA 17302"	B+	238-68-4523	Kevin Lee	1919-05-12	White	102	6.1503	57.17784	6.52103	9-10	50-60	70.0068	38.32764	1.0	9.40771	5.98346	yes	7.40851	5.05457	6.71642	8.45643	32.18474	nop
Lighting technician, broadcasting/film/video	Smith-Nelson	F	"PSC 9266, Box 5071
APO AE 07768"	AB-	756-61-6990	Crystal Moyer	1959-03-31	Black	62	3.93805	51.05541	7.16407	10-11	50-60	51.86251	57.99526	1.0	10.03693	7.16548	no	4.26751	6.94457	6.12181	6.69843	88.1373	separated
Field trials officer	Mccormick, Chapman and Smith	F	"057 Lowe Orchard Apt. 249
Lake Kristen, MI 61063"	O-	008-27-2880	Teresa Rogers	1934-04-09	White	87	8.35987	51.86116	7.63057	5-6	50-60	57.06669	39.19482	1.0	5.34127	5.55449	yes	6.92443	5.1752	6.44071	9.01719	16.86008	divorced
Estate agent	Harper Inc	M	"39276 Morgan Coves
Khanborough, ND 11025"	B+	157-83-9332	Jeffrey Hogan	2008-08-07	Black	13	5.64477	41.65492	7.03087	9-10	40-50	80.69256	70.92657	1.0	9.12179	6.88005	no	6.57595	6.09357	6.62778	5.8208	82.19176	nop
Music therapist	Henry Ltd	F	"9004 Fuller Ridges Suite 011
New Rhonda, MS 13475"	AB+	849-70-5627	Jenna Griffin	1963-05-22	Black	58	8.19691	59.00461	5.22538	3-4	50-60	68.23953	55.11005	1.0	3.96888	6.89767	no	8.33466	6.33306	7.55718	9.43558	8.62632	married
Chief Technology Officer	Bowers, Velasquez and Armstrong	M	"Unit 9769 Box 9199
DPO AP 22977"	AB-	002-62-7841	William Hoover	1974-11-12	White	47	3.99354	43.40854	8.45781	6-7	40-50	14.23919	34.36277	0.0	6.38995	9.74975	no	10.72794	9.26881	7.27246	7.81074	48.86447	married
Holiday representative	Anderson-Wallace	F	"Unit 5781 Box 1359
DPO AE 08579"	B-	576-57-4563	Sandra Huber	1925-06-28	Hawaiian	96	8.69038	55.69624	6.02306	5-6	50-60	35.87721	35.73936	0.0	5.90752	6.24755	no	8.62829		7.41473	6.51235	83.83738	nop
Sub	Mccoy-Keller	F	"5622 Ramirez Corners Apt. 852
Donaldbury, VA 38266"	A-	436-74-6088	Laura Reese	1968-04-30	Black	53	7.8425	97.04651	5.28108	6-7	90-100	56.38591	51.29219	0.0	6.76091	7.70652	no	6.22224	4.75183	6.43603	6.19962	87.71239	married
Media buyer	Vance-Hanson	F	"267 Shelly Lights Apt. 576
West Vanessachester, NE 20496"	AB-	395-73-5393	Bailey Smith	2009-05-16	White	12	7.75991	109.43701	7.72218	7-8	100-110	19.74534	72.66798	1.0	7.41055	3.93148	yes	9.78623	4.59859	7.45557	5.8732	87.86455	nop
Furniture conservator/restorer	Cortez, Singh and Wilson	M	"8019 Sanchez Oval
Port Scott, NJ 61872"	O+	621-03-8725	Benjamin Bush	2002-01-25	White	19	8.00153	8.8167	6.22752	5-6		31.28719	52.09532	0.0	5.77157	8.97685	no	6.2219	6.38889	6.73799	4.83378	52.98217	widowed
Estate agent	Long Ltd	M	"6260 Cantu Orchard
Port Travisland, OR 94054"	O+	325-86-7288	Christopher King	1957-07-18	White	64	5.82214	17.77906	7.11103	8-9	10-20	53.90193	46.65255	1.0	8.03096	6.38825	no	5.07976	6.80175	4.63722	7.0284	80.03578	nop
Control and instrumentation engineer	Sullivan, Lewis and Sullivan	M	"907 Jenna Route
Frankland, WV 10497"	A+	496-31-5934	Collin Macdonald	1934-03-11	White	87	6.03941	120.04894	7.1391	9-10	120-130	47.92479	67.54207	1.0	9.18855	0.0	no	13.20024	2.97191	7.7877	5.98625	90.45303	married
Intelligence analyst	May-White	F	"33177 Collins Divide Suite 954
Marilynburgh, WV 04775"	AB+	458-03-8447	Joanne Freeman	1991-05-26	Black	30	9.30987	116.3742	7.41791	6-7	110-120	33.23291	59.21061	0.0	6.88813	6.52494	no	4.06241	4.61607	5.94041	6.13986	90.94018	divorced
Chiropodist	Bradley and Sons	M	"Unit 7216 Box 5272
DPO AA 19306"	AB+	375-20-0321	Stephen Hall	1943-11-29	Black	77	6.94837	88.57944	8.64754	8-9	80-90	42.15873	85.38853	1.0	8.39567	6.76908	no	11.98785	6.17656	7.52963	7.93847	44.37876	divorced
Chief Executive Officer	Medina Inc	F	"515 Todd Ridge Apt. 327
West Heatherfurt, MT 32455"	O+	021-48-2066	Linda Mccoy	1949-11-23	White	71	7.87379	87.38077	8.28597	6-7	80-90	61.36173	67.24134	1.0	6.29667	4.91355	no	10.90717	5.20979	7.46209	5.27689	71.75013	divorced
Occupational hygienist	Coleman Inc	F	"37416 Williams Port
West Aliciashire, WA 36582"	B+	382-22-0199	Megan Martin	2017-01-03	Black	4	8.72762	30.25814	6.97056	5-6	30-40	15.27549	62.14092	1.0	5.56974	6.3436	yes	9.33367	5.57308	7.44409	5.35945	72.96409	married
Haematologist	Williams, Hill and Cortez	F	"Unit 5041 Box 3557
DPO AP 62045"	A+	746-20-2868	Traci Briggs	2012-09-07	Asian	9	7.97784	73.4167	5.25291	6-7	70-80	56.48984	39.12157	0.0	6.00908	9.18134	no	17.93429	6.45112	8.38426	5.93939	83.09125	married
Air broker	Mclaughlin Ltd	M	"441 Sara Vista
South Gavinstad, NV 75946"	B-	775-22-9292	Justin Compton	1941-04-29	White	80	4.71221	3.64428	6.20766	7-8	0-10	23.92368	57.77544	1.0	7.1257	4.86596	no	8.17055	5.87958	6.38354	7.1162	74.92249	divorced
Chemical engineer	Howard, Wallace and Webb	M	"8984 Jessica Overpass Apt. 248
New Ericchester, CO 78661"	A-	187-71-2233	Nathan Ramos	1953-06-03	Hawaiian	68	8.85706	117.15314	7.43892	5-6	110-120	28.53403	25.66493	0.0	5.07167	6.33825	yes	5.00406	4.90405	5.99912	7.27197	66.58585	married
Art gallery manager	Hampton, Nicholson and Higgins	F	"68942 Lisa Camp
Samuelchester, NV 21430"	B+	250-33-1320	Bonnie Holmes	1941-07-04	White	80	4.74692	73.45022	7.89595	4-5	70-80	50.57202	23.29435	0.0	4.46912	7.49442	no	8.47408	8.5971	7.45238	7.26558	66.27643	single
Scientist, clinical (histocompatibility and immunogenetics)	Quinn-Evans	F	"33344 Brandi Mission
Johnsonfort, CT 33029"	AB-	724-22-0632	Tonya Shields	2019-02-24	Hawaiian	2	6.47106	1.75942	8.5238	7-8	0-10	61.05153	58.19664	1.0	7.06509	4.32002	yes	24.12522	4.75083	8.64495	7.56321	67.57927	single
Community development worker	Diaz, Smith and Burton	F	"3374 Ross Shore Suite 383
Brianside, MA 88214"	B+	122-55-2978	Kimberly Oliver	1934-02-22	Black	87	5.89456	35.33988	7.95502	8-9	30-40	56.79913	71.94733	1.0	8.64415	7.39688	no	12.44386	7.0205	7.50067	7.45863	55.95964	divorced
Charity fundraiser	Owen Group	F	"9575 Barbara Street
East Ivan, KS 53113"	B+	343-47-6418	Mary Cooper	1924-02-09	White	97	7.69894	95.09443	5.42446	9-10	90-100	46.74846	61.87124	1.0	9.29992	7.61088	no	5.88364	6.17985	6.01514	8.83103	14.46552	widowed
Merchandiser, retail	Melton LLC	M	"PSC 5226, Box 4787
APO AA 11463"	O+	760-55-1991	Patrick Pope	1943-04-30	Black	78	6.32249	53.44744	5.67162	9-10	50-60	44.61708	48.85732	1.0	9.07369	5.71801	no	6.15478	4.41377	6.24349	7.97695	43.89293	nop
Surveyor, minerals	Herrera Ltd	F	"8020 Diaz Turnpike Apt. 754
Lake Brandontown, CO 65348"	AB+	471-67-3240	Diane Hartman	1996-07-02	White	25	7.67051	107.70858	6.76377	5-6	100-110	48.19527	65.77759	1.0	5.71402	4.80889	yes	13.71772	5.22641	8.15591	5.80445	75.95188	single
Physiotherapist	Moore-Hughes	F	"PSC 9096, Box 8903
APO AA 69147"	O-	210-86-8938	Erin Ashley	1930-08-03	Black	91	6.82906	112.21628	4.7528	7-8	110-120	40.57553	34.29265	1.0	7.87493	2.06286	yes	5.50404	3.87402	5.98748	5.87558	89.66462	nop
Therapist, speech and language	Mcdonald, Huff and Dennis	M	"9571 Wright Key
Hillfurt, AK 61121"	A+	834-06-1120	Wayne Becker	1931-01-20	Black	90	8.26275	18.49948	7.32556	4-5	10-20	62.80635	50.2447	0.0	4.94142	7.56815	yes	5.19953	5.66283	6.87019	6.3223	89.15389	divorced
Fine artist	Nguyen Inc	M	"224 Hanson Flat Suite 792
Port Kelly, CA 33721"	O+	143-63-0273	Brian Dominguez	1957-07-02	White	64	5.30643	56.49491	6.16995	3-4	50-60	47.62908	53.88746	0.0	3.90715	6.37141	no	2.51492	8.51815	5.97354	7.34695	69.82608	single
Colour technologist	Munoz LLC	M	"401 Kristin Forest Suite 847
Barnesstad, FL 31754"	O-	884-49-9011	Joseph Stone	2020-04-18	Black	1	7.61548	88.80285	8.35602	7-8	80-90	43.00927	54.41433	1.0	7.04562	5.82639	no	4.90183	6.38047	5.96257	5.85431	83.5584	widowed
Editorial assistant	Mason Ltd	F	"504 Rodriguez Key
New Ronald, IL 67126"	O-	479-95-3705	Karen Martinez	1921-05-29	White	100	8.88516	43.38446	6.8248	4-5	40-50	49.26626	44.92368	1.0	4.41683	7.8554	yes	9.44071	6.60949	7.45448	6.16386	88.57773	single
Information systems manager	Barry, Howell and Rodriguez	M	"41019 Henry Manor Suite 351
Gillview, SD 67515"	A+	669-70-2941	Tony Holland	2000-04-16	Black	21	5.58953	101.33262	7.76791	9-10	100-110	78.96739	55.09925	1.0	9.42778	5.8373	no	6.6755	4.78225	5.1931	7.81552	50.89742	divorced
Leisure centre manager	Morgan Ltd	F	"44684 Owens Corners
New Jeffrey, IL 43803"	AB+	417-91-5241	Shari Lucas	1984-12-08	Black	36	7.08365	14.10241	8.08386	7-8	10-20	35.21983	63.49004	0.0	7.09293	7.55008	no	7.80095	7.50687	6.86999	6.53128	82.61506	married
Dispensing optician	Gomez, Woodward and Montoya	F	"802 George Overpass
Alyssafurt, VA 55651"	O-	098-41-4389	Kayla Nicholson	1925-05-09	Black	96	6.65416	73.89874	7.0747	8-9	70-80	23.01752	58.08663	1.0	8.94894	4.80296	no	8.42319	3.27244	7.32836	6.02156	90.68181	nop
Insurance account manager	Wood-Zamora	F	"649 Sandoval Freeway Apt. 404
Wangburgh, NH 47224"	O+	608-03-0590	Lori Dunlap	1995-06-18	Indian	26	6.58106	29.52979	7.16352	6-7	20-30	55.50292	56.93295	1.0	6.5186	3.27522	no	8.04021	5.00883	6.36542	7.26744	68.79651	divorced
Therapist, art	Wells Ltd	F	"4040 Travis Crossing Suite 418
Lake Miranda, NM 95105"	A-	471-43-4043	Jeanne Moreno	1996-10-06	White	25	8.63033	57.7462	5.94712	5-6	50-60	32.85949	51.01827	1.0	5.53037	5.62238	yes	10.39058	5.01281	7.0912	6.65958	82.37476	separated
Passenger transport manager	Reyes-Wright	M	"27938 English Hollow Apt. 708
North Edgar, MN 63790"	AB-	118-13-5164	Danny Duran	1915-03-12	Black	106	6.32735	79.63866	7.41431	5-6	70-80	26.70334	64.20887	0.0	5.41055	7.3196	no	4.91253	6.62621	5.78271	10.04193	15.67927	divorced
Sport and exercise psychologist	Martinez Inc	M	"7666 King Path Suite 606
West David, AZ 35239"	O+	660-64-9547	Jacob Torres	2011-01-02	Asian	10	8.64247	6.05478	5.83486	5-6	0-10	55.22734	58.31172	1.0	5.11083	6.98104	no	9.63825	6.15783	6.99575	5.58698	80.04935	divorced
Catering manager	Bailey PLC	M	"Unit 5879 Box 2803
DPO AP 52478"	B-	197-79-0083	John Walton	1933-05-03	White	88	9.11069	63.27132	6.52786	5-6	60-70	43.91605	48.92089	0.0	5.03186	7.49039	no	5.08548	6.15281	5.85527	5.95328	82.20535	widowed
Biochemist, clinical	Brown-Edwards	M	"Unit 8267 Box 3567
DPO AP 88936"	O-	733-55-6022	James Hernandez	2005-10-04	White	16	7.91597	81.31697	7.71982	4-5	80-90	70.47253	45.22718	1.0	4.27345	6.43087	yes	7.0719	6.23084	6.51071	7.57347	59.21871	divorced
Product designer	Brown, Garcia and Valdez	M	"29129 Douglas Isle Suite 069
Millerfurt, MA 93646"	AB+	688-14-2201	David Nguyen	2020-03-24	Black	1	7.48507	10.53691	7.86456	4-5	10-20	54.50698	42.04965	0.0	4.79232	10.0645	no	8.35645	7.39511	7.40296	5.90032	84.31237	widowed
Tax inspector	Rivera, Walters and Shaw	M	"9662 Matthew Parkway Apt. 622
East Bradley, OH 57125"	O+	425-37-0972	Mr. Joshua Cooper	1967-11-01	White	54	7.4434	14.6768	6.51892	4-5		59.39662	58.20848	1.0	4.88132	5.00336	yes	7.65706	5.48645	6.34614	7.4247	63.73437	separated
Chief Marketing Officer	Harrell PLC	M	"291 Amanda Glens Apt. 625
Port Bradley, OK 95357"	O+	608-32-0716	Dr. Rodney Taylor	1958-03-07	White	63	5.65473	98.73728	5.86833	7-8	90-100	46.82239	59.41879	0.0	7.5185	10.54918	no	9.14821	7.0627	7.05012	5.84147	78.27294	divorced
Conference centre manager	Woods Inc	M	"USS Turner
FPO AA 43266"	O+	083-28-9393	Steven Lane	1972-08-15	White	49	8.62431	35.0139	6.42426	6-7	30-40	41.35621	57.5715	1.0	6.39399	6.98968	no	7.66036	6.35245	7.0374	5.51652	72.88733	single
Sports development officer	White Ltd	M	"90821 Billy Loop
Mariaville, TX 38265"	A+	142-88-9530	Manuel Bauer	1924-04-08	White	97	6.58887	90.00059	5.39966	8-9	90-100	57.23241	42.42288	1.0	8.17494	6.16201	yes	6.12481	6.02007	4.65336	6.20698	93.2383	married
Mudlogger	Chen-Rodriguez	F	"1013 Crystal Courts
Richardside, PA 91192"	O+	252-86-9273	Connie Harris	1999-07-31	Asian	22	7.02017	65.50988	6.25136	6-7	60-70	30.58032	39.94338	1.0	6.9418	3.98391	yes	6.39085	5.27625	6.26032		77.84508	nop
Technical brewer	Fletcher-Cardenas	M	"3649 Cynthia Course
Hughestown, NE 34522"	O-	125-18-8160	Michael Parker	1944-11-27	Black	76	8.56384	64.70074	5.71742	5-6	60-70	62.84059	24.21352	1.0	5.63438	6.5919	yes	15.98095	5.95073	8.2071	6.5765	84.9669	divorced
Scientist, product/process development	Martin, Mahoney and Yoder	M	"5765 Kelly Turnpike Suite 398
Valdezview, WI 39375"	B-	839-45-4407	Mark Hays	1983-03-31	Black	38	4.65433	44.12812	6.58903	9-10	40-50	55.80151	45.98298	1.0	9.24571	5.11539	no	4.05391	3.88183	6.67339	7.13821	77.42537	divorced
Dance movement psychotherapist	Long, King and Sanders	F	"37242 Oliver Hill
Lawrenceborough, NJ 00615"	A-	277-59-1215	Jessica Oconnor	1989-01-30	Black	32	7.63583	135.99369	7.27769	5-6	130-140	45.50624	41.66031	0.0	5.61759	9.42135	no	4.34129	6.63449	6.10861	6.24148	82.4075	divorced
Air broker	Moore-Moore	F	"63458 Dixon Freeway
Lake Kyle, HI 86259"	B+	482-82-4270	Christina Ellis	1930-05-01	White	91	5.91194	58.47124	6.60694	9-10	50-60	57.76004	47.68683	1.0	9.61597	7.8029	no	2.76279	6.87632	5.9277	6.8843	79.42459	divorced
Rural practice surveyor	Porter-Simpson	F	"264 Melissa Wells
Lake Ricardo, OR 01527"	B-	032-02-1104	Amanda Rich	1978-03-24	Black	43	8.93558	136.83399	5.80182	4-5	130-140	44.47143	57.75135	1.0	4.5699	5.61301	yes	7.14938	4.57588	6.32737	4.42365	32.01325	nop
Health and safety adviser	Williams, Pollard and Flores	M	"66154 Berger Camp
South Randy, NM 24919"	AB+	708-25-0457	Daniel Ward	2013-08-21	Black	8	4.89709	115.89096	7.14345	5-6	110-120	24.33533	46.63458	1.0	5.99147	4.56095	no	6.21472	5.61314	6.42293	6.8966	75.4686	separated
Lecturer, higher education	Brady-Bender	M	"83280 Robert Club Suite 675
Mcneilshire, HI 01348"	A-	240-21-6826	Gregory Coffey	1910-07-19	White	111	5.1943	27.67474	6.1931	7-8	20-30	58.18984	38.88045	1.0	7.5204	3.56146	yes	8.80677	3.18627	7.00804	7.54706	59.12721	widowed
Engineer, communications	Mcdaniel-Castro	M	"174 Walker Mountain
North Traciberg, KS 30145"	A+	212-28-8482	Andrew Brown	1930-05-10	White	91	8.4628	23.40488	6.89342	6-7	20-30	40.76355	31.25829	0.0	6.82432	7.92066	yes	13.21625	5.34909	7.49129	6.32659	83.64059	divorced
Data scientist	Johnston-Carter	M	"54097 Joseph Spring Apt. 601
Hortontown, MN 82637"	O+	471-95-3480	Joshua Weaver	1980-06-02	Black	41	7.19053	70.92553	6.6824	5-6	70-80	33.24533	52.81174	1.0	5.45005	4.56864	yes	3.90391	5.42397	5.07289	7.26831	72.26729	married
Herpetologist	Collins-Hernandez	M	"8544 Hendricks Underpass Suite 192
Phamchester, SC 50690"	A+	122-68-1492	Anthony Robinson	1988-08-11	Black	33	4.95848	27.91686	6.0397	4-5	20-30	66.74155	47.37273	0.0	4.41999	9.37839	yes	4.1721	7.7855	4.88176	7.49822	63.32061	married
Cabin crew	Grant and Sons	F	"8146 Williams Avenue Apt. 228
North Jeffreyshire, CA 07648"	AB-	481-02-6001	Amanda Cunningham MD	1968-10-09	Indian	53	8.1603	96.27576	7.20477	9-10	90-100	51.42139	68.53447	1.0	9.69143	7.53927	no	8.52167	6.46176	6.67628	7.55027	58.45517	widowed
Runner, broadcasting/film/video	Allen Ltd	F	"55835 Timothy Field
Yvonnehaven, SD 70132"	AB+	802-17-9675	Patricia Lucas	1952-11-18	White	68	6.41648	63.9354	7.25642	6-7	60-70	56.44483	72.22301	1.0	6.74424	6.04199	yes	10.85132	6.62301	7.66954	6.97295	76.74159	married
Trade union research officer	Rose-Carpenter	F	"995 Brandon Landing
Mosleytown, MI 15935"	AB+	560-66-0200	Cheryl Adams	1921-07-31	Black	100	5.95159	78.57117	7.65827	6-7	70-80	66.30567	61.98853	1.0	6.44219	3.35021	no	55.0876	4.10173	9.69619	6.23855	89.65233	divorced
Product/process development scientist	Weaver, Henry and Delgado	F	"75919 Howard Corners
Rodriguezburgh, KY 95816"	B-	206-41-7517	Kathleen Dickson	1977-04-03	Indian	44	6.66621	71.77039	9.02154	8-9	70-80	71.77131	64.48119	1.0	8.18333	5.63203	no	5.28526	4.56885	6.87938	7.55778	59.08885	widowed
Production designer, theatre/television/film	Wallace-Krause	M	"2111 Singh Islands Suite 098
Steinmouth, WV 50489"	A+	540-99-2750	Greg Burke	1984-04-05	Asian	37	4.7316	97.36221	8.09421	5-6	90-100	26.41467	36.51851	0.0	5.05296	8.97096	no	3.82537	7.00164	3.99985	5.32454	65.91574	married
Lexicographer	Sellers LLC	M	"073 Jerry Gateway Suite 604
East Robertborough, ND 45572"	B+	220-69-2622	Henry Martin	1949-06-25	Asian	72	5.85196	40.83498	7.38317	9-10	40-50	69.58246	51.33533	1.0	9.28619	6.8284	no	5.41113	6.9996	5.82143	5.47522	73.50878	divorced
Bookseller	Moreno, Wilson and Wong	F	"81821 Gary Plaza Suite 606
Wesleyberg, PA 08713"	A-	701-93-5487	Alexandra Wyatt	1905-12-02	Asian	115	6.42606	120.27873	5.8226	5-6	120-130	42.83899	30.60279	0.0	5.38445	7.91949	no	4.24479	5.57727	6.07436	7.05905	76.97031	nop
Industrial/product designer	Andrews-Campbell	M	"9412 Hall Drive
Smallborough, NH 91693"	O-	556-87-9733	James Hall	1915-10-27	White	106	8.00764	45.7694	6.52832	8-9	40-50	64.22246	32.87412	1.0	8.24202	4.67206	no	6.08458	5.13905	6.16402	5.74012	86.93207	married
Psychologist, counselling	Moore, James and Smith	M	"Unit 6167 Box 3450
DPO AE 34033"	A+	017-62-4084	Christopher Frazier	2005-07-13	Asian	16	6.86901	79.15339	7.70886	3-4	70-80	30.32505	54.76704	0.0	3.73475	9.67091	no	6.96881	7.13604	6.62214	6.53907	81.11604	single
Adult guidance worker	Hampton, Harvey and Smith	M	"PSC 3331, Box 4406
APO AE 95891"	O-	743-58-6381	Charles Bullock	1971-12-28	Indian	49	4.90236	78.60949	5.55422	7-8	70-80	50.19483	53.49385	1.0	7.08971	5.06462	yes	5.98107	6.14573	6.79188	7.99905	35.86161	divorced
Immunologist	Hutchinson Inc	F	"35487 Hopkins Divide
Lake David, WA 46636"	B+	429-68-1042	Tammy Adams	1995-02-09	White	26	8.33442	152.06187	7.34772	7-8	150-160	61.58798	26.17134	1.0	7.14258	4.90111	yes	18.7066	4.87716	8.53825	6.74157	73.31133	married
Radio producer	Miller, Ray and Hampton	F	"USNV Francis
FPO AE 22229"	B+	296-55-4652	Theresa Morris	1940-02-04	White	81	4.47677	107.82584	5.85284	7-8	100-110	71.89073	43.65125	1.0	7.44939	4.04841	no	3.9638	4.80722	6.16579	3.94075	20.1414	single
Cytogeneticist	Peters and Sons	M	"18170 Elizabeth Grove
Carterberg, NY 74977"	AB+	064-01-4684	Aaron Leach	1912-09-26	Indian	109	8.1779	140.78063	6.18656	5-6	140-150	38.10053	56.33505	1.0	5.13465	7.4184	yes	7.83152	6.99045	6.3323	7.75785	54.85451	separated
Mining engineer	Stewart LLC	M	"2284 Amy Field
Lisashire, NY 24163"	A+	443-25-5705	Joseph Rowland	1995-08-05	White	26	8.12811	40.99768	7.01747	5-6	40-50	34.69006	41.28199	1.0	5.54403	6.08928	no	25.96001	5.91451	8.86244	6.70094	80.27647	single
Industrial/product designer	Andrews-Campbell	M	"9412 Hall Drive
Smallborough, NH 91693"	O-	556-87-9733	James Hall	1915-10-27	White	106	9.63382	58.93286	6.61474	4-5	50-60	41.82354	38.92287	1.0	4.7874	8.16323	yes	11.5999	6.21414	7.42144	6.97272	79.09195	divorced
Software engineer	Bush, Green and Escobar	F	"61915 Bryan Locks
North Roberthaven, DC 38642"	O-	382-11-0379	Tiffany Rodriguez	1938-05-12	Black	83	9.99273	77.82454	6.37266	5-6	70-80	49.29126	84.75848	1.0	5.00469	7.29491	yes	12.37963	5.13442	7.71728	6.91383	78.54075	divorced
Doctor, general practice	Richard Inc	F	"Unit 7165 Box 1607
DPO AE 93340"	B+	279-13-3098	Ashley Davis	1979-07-23	Black	42	7.44158	77.2032	7.86607	6-7	70-80	61.33937	42.60381	1.0	6.7688	4.73082	yes	5.63439	5.5233	6.26765	6.66202	84.93355	widowed
Therapist, nutritional	Brown Group	M	"1045 Patricia Harbors
Matthewport, WY 23843"	B-	406-57-7134	John Jackson	1984-12-21	Black	36	8.6903	55.16002	8.53792	3-4	50-60	73.71147	67.62944	1.0	3.36266	7.11972	no	8.43785	5.98564	7.39311	6.12801	86.51281	divorced
Estate agent	Roberts Group	M	"983 Fuller Streets
West William, WV 44243"	A+	126-09-1425	Patrick Tucker	2004-06-18	White	17	8.2483	88.90941	6.48152	3-4	80-90	56.6001	53.48339	0.0	3.96107	8.69123	no	11.64305	7.07085	7.54128	6.18352	86.00345	single
